LOCATION_GID,LOCATION_XID,LOCATION_NAME,CITY,PROVINCE,PROVINCE_CODE,POSTAL_CODE,COUNTRY_CODE3_GID,ZONE1,ZONE2,ZONE3,TIME_ZONE_GID,LAT,LON
LFL/TMS/PHL.GSK1200043868,GSK1200043868,WALTERMART VENTURES INC    IMUS,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.47603,121.0523
LFL/TMS/PHL.GSK1200043869,GSK1200043869,WALTERMART VENTURES INC GEN TRIAS,GENERAL TRIAS CITY,CAVITE,PH-CAV,4107,PHL,LFREG4A,PH-CAV,GENERAL TRIAS CITY,Asia/Manila,14.47603,121.0523
LFL/TMS/PHL.GSK1200043892,GSK1200043892,Puregold Price Club Tanza,TANZA,CAVITE,PH-CAV,4108,PHL,LFREG4A,PH-CAV,TANZA,Asia/Manila,14.39326,120.85351
LFL/TMS/PHL.GSK1200043936,GSK1200043936,SUPER SHOPPING MARKET IMUS CAVITE,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.40157,120.9394
LFL/TMS/PHL.GSK1200043993,GSK1200043993,Sanford Mktg Corp SMC DASSalitran,DASMARINAS,CAVITE,PH-CAV,4114,PHL,LFREG4A,PH-CAV,DASMARINAS,Asia/Manila,14.34963,120.93855
LFL/TMS/PHL.GSK1200044011,GSK1200044011,Waltermart Smkt Inc Gen Trias,GENERAL TRIAS CITY,CAVITE,PH-CAV,4107,PHL,LFREG4A,PH-CAV,GENERAL TRIAS CITY,Asia/Manila,14.2912,120.90829
LFL/TMS/PHL.GSK1200044010,GSK1200044010,Waltermart Supermarket Inc Imus,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.42393,120.94043
LFL/TMS/PHL.GSK1200044012,GSK1200044012,Waltermart Supermarket Inc Carmona,CARMONA,CAVITE,PH-CAV,4116,PHL,LFREG4A,PH-CAV,CARMONA,Asia/Manila,14.31377,121.05054
LFL/TMS/PHL.GSK1200044016,GSK1200044016,Waltermart Smkt Inc Dasmarinas,DASMARINAS,CAVITE,PH-CAV,4114,PHL,LFREG4A,PH-CAV,DASMARINAS,Asia/Manila,14.32507,120.94143
LFL/TMS/PHL.GSK1200044073,GSK1200044073,PUREGOLD PRICE CLUB ANABU,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.3773,120.93976
LFL/TMS/PHL.GSK1200044074,GSK1200044074,PUREGOLDPRICECLUB MOLINO BACOOR CAV,BACOOR CITY,CAVITE,PH-CAV,4102,PHL,LFREG4A,PH-CAV,BACOOR CITY,Asia/Manila,14.41097,120.97557
LFL/TMS/PHL.GSK1200044091,GSK1200044091,Waltermart SmktInc Trece Martires,TRECE MARTIRES CITY,CAVITE,PH-CAV,4109,PHL,LFREG4A,PH-CAV,TRECE MARTIRES CITY,Asia/Manila,14.28016,120.87036
LFL/TMS/PHL.GSK1200044082,GSK1200044082,PUREGOLD PRICE CLUB GENERAL TRIAS,GENERAL TRIAS CITY,CAVITE,PH-CAV,4107,PHL,LFREG4A,PH-CAV,GENERAL TRIAS CITY,Asia/Manila,14.39318,120.85414
LFL/TMS/PHL.GSK1200044112,GSK1200044112,Sanford Marketing Corp Kawit Cavite,KAWIT,CAVITE,PH-CAV,4104,PHL,LFREG4A,PH-CAV,KAWIT,Asia/Manila,14.44947,120.92128
LFL/TMS/PHL.GSK1200044029,GSK1200044029,PUREGOLD PRICE CLUB SAN JOSE,SAN JOSE DEL MONTE,BULACAN,PH-BUL,3023,PHL,LFREG03,PH-BUL,SAN JOSE DEL MONTE,Asia/Manila,14.8139,121.07114
LFL/TMS/PHL.GSK1200044062,GSK1200044062,PUREGOLD PRICE CLUB PLARIDEL,PLARIDEL,BULACAN,PH-BUL,3004,PHL,LFREG03,PH-BUL,PLARIDEL,Asia/Manila,14.87704,120.86304
LFL/TMS/PHL.GSK1200044087,GSK1200044087,PUREGOLD PRICE CLUB HAGONOY BULACAN,HAGONOY,BULACAN,PH-BUL,3002,PHL,LFREG03,PH-BUL,HAGONOY,Asia/Manila,14.83648,120.74139
LFL/TMS/PHL.GSK1200044088,GSK1200044088,PUREGOLDPRICECLUB CMALIG MEYCAUAYAN,MEYCAUAYAN,BULACAN,PH-BUL,3020,PHL,LFREG03,PH-BUL,MEYCAUAYAN,Asia/Manila,14.76449,120.98866
LFL/TMS/PHL.GSK1200044119,GSK1200044119,WALTERMART SMKT INC GUIGUINTO,GUIGUINTO,BULACAN,PH-BUL,3015,PHL,LFREG03,PH-BUL,GUIGUINTO,Asia/Manila,14.82754,120.87414
LFL/TMS/PHL.GSK1200044128,GSK1200044128,PUREGOLD PRICE CLUB ALIW MEYCAUYAN,MEYCAUAYAN,BULACAN,PH-BUL,3020,PHL,LFREG03,PH-BUL,MEYCAUAYAN,Asia/Manila,14.73656,120.9608
LFL/TMS/PHL.GSK1200044132,GSK1200044132,PUREGOLD PRICE CLUB GUIGUINTO,GUIGUINTO,BULACAN,PH-BUL,3015,PHL,LFREG03,PH-BUL,GUIGUINTO,Asia/Manila,14.82837,120.88463
LFL/TMS/PHL.GSK1200044146,GSK1200044146,SANFORD MKTG CORP TM CENTERPOINT,SAN JOSE DEL MONTE,BULACAN,PH-BUL,3023,PHL,LFREG03,PH-BUL,SAN JOSE DEL MONTE,Asia/Manila,14.78932,121.07399
LFL/TMS/PHL.GSK1200044155,GSK1200044155,SANFORD MKTG CORP SMC SAN ILDEFONSO,SAN ILDEFONSO,BULACAN,PH-BUL,3010,PHL,LFREG03,PH-BUL,SAN ILDEFONSO,Asia/Manila,15.07918,120.9414
LFL/TMS/PHL.GSK1200044243,GSK1200044243,PUREGOLD PRICE CLUB INC PANDI,PANDI,BULACAN,PH-BUL,3014,PHL,LFREG03,PH-BUL,PANDI,Asia/Manila,14.86277,120.93767
LFL/TMS/PHL.GSK1200044232,GSK1200044232,PUREGOLD PRICE CLUB MALLOS JUNCTION,MALOLOS,BULACAN,PH-BUL,3000,PHL,LFREG03,PH-BUL,MALOLOS,Asia/Manila,14.85205,120.81557
LFL/TMS/PHL.GSK1200044285,GSK1200044285,PUREGOLD TUNGKONG MANGGA BULACAN,SAN JOSE DEL MONTE,BULACAN,PH-BUL,3023,PHL,LFREG03,PH-BUL,SAN JOSE DEL MONTE,Asia/Manila,14.78793,121.07435
LFL/TMS/PHL.GSK1200060694,GSK1200060694,FIRST LANE NE DRT BALIUAG,BALIUAG,BULACAN,PH-BUL,3006,PHL,LFREG03,PH-BUL,BALIUAG,Asia/Manila,14.96517,120.90051
LFL/TMS/PHL.GSK1200061675,GSK1200061675,PUREGOLD MARILAO,MARILAO,BULACAN,PH-BUL,3019,PHL,LFREG03,PH-BUL,MARILAO,Asia/Manila,14.79157,121.01114
LFL/TMS/PHL.GSK1200044176,GSK1200044176,SNACK EXCHANGE MNILASOUTHERN MRILAO,MARILAO,BULACAN,PH-BUL,3019,PHL,LFREG03,PH-BUL,MARILAO,Asia/Manila,14.75459,120.9563
LFL/TMS/PHL.GSK1200062086,GSK1200062086,SVI SAN JOSE DEL MONTE,SAN JOSE DEL MONTE,BULACAN,PH-BUL,3023,PHL,LFREG03,PH-BUL,SAN JOSE DEL MONTE,Asia/Manila,14.8142,121.07174
LFL/TMS/PHL.GSK1200044196,GSK1200044196,SNACK EXCHANGE MRCNTILESTORE BALIWG,BALIUAG,BULACAN,PH-BUL,3006,PHL,LFREG03,PH-BUL,BALIUAG,Asia/Manila,14.96063,120.88982
LFL/TMS/PHL.GSK1100290479,GSK1100290479,IBEST CORPORATION,CABANATUAN,NUEVA ECIJA,PH-NUE,3100,PHL,LFREG03,PH-NUE,CABANATUAN,Asia/Manila,15.49163,120.98576
LFL/TMS/PHL.GSK1200044164,GSK1200044164,SNACK EXCHANGE MERCNTILESTORESGROUP,ANTIPOLO,RIZAL,PH-RIZ,1870,PHL,LFRIZ01,PH-RIZ-2,ANTIPOLO,Asia/Manila,14.62539,121.12113
LFL/TMS/PHL.GSK1200046931,GSK1200046931,RUSTAN?S FRESH ANTIPOLO,ANTIPOLO,RIZAL,PH-RIZ,1870,PHL,LFRIZ01,PH-RIZ-2,ANTIPOLO,Asia/Manila,14.58135,121.19152
LFL/TMS/PHL.GSK1200043943,GSK1200043943,SANFORD MKTG CORP APALIT PAMPANGA,APALIT,PAMPANGA,PH-PAM,2016,PHL,LFREG03,PH-PAM,APALIT,Asia/Manila,14.94861,120.7587
LFL/TMS/PHL.GSK1200044000,GSK1200044000,PUREGOLD PRICE CLUB ARAYAT,ARAYAT,PAMPANGA,PH-PAM,2012,PHL,LFREG03,PH-PAM,ARAYAT,Asia/Manila,15.15383,120.77026
LFL/TMS/PHL.GSK1200059436,GSK1200059436,PUREGOLD AGUINALDO HIGHWAY HABAY,BACOOR CITY,CAVITE,PH-CAV,4102,PHL,LFREG4A,PH-CAV,BACOOR CITY,Asia/Manila,14.43897,120.94919
LFL/TMS/PHL.GSK1200043668,GSK1200043668,Supervalue Inc Baguio,BAGUIO,BENGUET,PH-BEN,2600,PHL,LFREG01,PH-BEN,BAGUIO,Asia/Manila,16.40904,120.59947
LFL/TMS/PHL.GSK1200043736,GSK1200043736,Puregold Price Club Inc Baguio,BAGUIO,BENGUET,PH-BEN,2600,PHL,LFREG01,PH-BEN,BAGUIO,Asia/Manila,16.4131,120.57903
LFL/TMS/PHL.GSK1200044238,GSK1200044238,Puregold Price Club Bakakeng,BAGUIO,BENGUET,PH-BEN,2600,PHL,LFREG01,PH-BEN,BAGUIO,Asia/Manila,16.39445,120.58027
LFL/TMS/PHL.GSK1200061277,GSK1200061277,SANFORD MKTG CORP CEDAR PEAK,BAGUIO,BENGUET,PH-BEN,2600,PHL,LFREG01,PH-BEN,BAGUIO,Asia/Manila,16.41443,120.5974
LFL/TMS/PHL.GSK1200044129,GSK1200044129,PUREGOLD PRICE CLUB TRECE MARTIRES,TRECE MARTIRES CITY,CAVITE,PH-CAV,4109,PHL,LFREG4A,PH-CAV,TRECE MARTIRES CITY,Asia/Manila,14.28198,120.86785
LFL/TMS/PHL.GSK1200044145,GSK1200044145,SANFORD MKTG CORP SMCO ARCC BACOOR,BACOOR CITY,CAVITE,PH-CAV,4102,PHL,LFREG4A,PH-CAV,BACOOR CITY,Asia/Manila,14.3981,120.97791
LFL/TMS/PHL.GSK1200044184,GSK1200044184,RUSTANS INC WELLCOME LANDCASTER,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.39992,120.04519
LFL/TMS/PHL.GSK1200044199,GSK1200044199,Puregold Price Club Noveleta Cavite,NOVELETA,CAVITE,PH-CAV,4105,PHL,LFREG4A,PH-CAV,NOVELETA,Asia/Manila,14.42993,120.88352
LFL/TMS/PHL.GSK1200044205,GSK1200044205,PUREGOLD PRICE CLUB GEN TRIAS EXTRA,GENERAL TRIAS CITY,CAVITE,PH-CAV,4107,PHL,LFREG4A,PH-CAV,GENERAL TRIAS CITY,Asia/Manila,14.38028,120.87944
LFL/TMS/PHL.GSK1200044227,GSK1200044227,Sanford Marketing Corp Lumina Imus,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.42241,120.94192
LFL/TMS/PHL.GSK1200044219,GSK1200044219,Company E Corp Eunilaine Foodmart,DASMARINAS,CAVITE,PH-CAV,4114,PHL,LFREG4A,PH-CAV,DASMARINAS,Asia/Manila,14.34001,120.92845
LFL/TMS/PHL.GSK1200044228,GSK1200044228,SANFORD MKTG CORP MERIDIAN TAGAYTAY,TAGAYTAY CITY,CAVITE,PH-CAV,4120,PHL,LFREG4A,PH-CAV,TAGAYTAY CITY,Asia/Manila,14.20698,121.02313
LFL/TMS/PHL.GSK1200044235,GSK1200044235,SHOPWISE IMUS,IMUS CITY,CAVITE,PH-CAV,4103,PHL,LFREG4A,PH-CAV,IMUS CITY,Asia/Manila,14.39745,120.90633
LFL/TMS/PHL.GSK1200043630,GSK1200043630,SANFORD MARKETING CORP AMIGO,CABANATUAN,NUEVA ECIJA,PH-NUE,3100,PHL,LFREG03,PH-NUE,CABANATUAN,Asia/Manila,15.48715,120.9616
LFL/TMS/PHL.GSK1200043631,GSK1200043631,SANFORD MKTG CORP MEGA C CABANA,CABANATUAN,NUEVA ECIJA,PH-NUE,3100,PHL,LFREG03,PH-NUE,CABANATUAN,Asia/Manila,15.48787,120.96777
LFL/TMS/PHL.GSK1200043946,GSK1200043946,PUREGOLD PRICE CLUB CABANATUAN,CABANATUAN,NUEVA ECIJA,PH-NUE,3100,PHL,LFREG03,PH-NUE,CABANATUAN,Asia/Manila,15.48348,120.96307
LFL/TMS/PHL.GSK1200048835,GSK1200048835,PUREGOLD ZULUETA 00855,CABANATUAN,NUEVA ECIJA,PH-NUE,3100,PHL,LFREG03,PH-NUE,CABANATUAN,Asia/Manila,15.48002,120.95971
LFL/TMS/PHL.GSK1200059215,GSK1200059215,SUPERVALUE CABANATUAN,CABANATUAN,NUEVA ECIJA,PH-NUE,3100,PHL,LFREG03,PH-NUE,CABANATUAN,Asia/Manila,15.46658,120.95532
LFL/TMS/PHL.GSK1200060665,GSK1200060665,WALTERMART CABANATUAN,CABANATUAN,NUEVA ECIJA,PH-NUE,3100,PHL,LFREG03,PH-NUE,CABANATUAN,Asia/Manila,15.48689,120.97202
LFL/TMS/PHL.GSK1200060720,GSK1200060720,PUREGOLD CIRCUMFERENTIAL 00859,CABANATUAN,NUEVA ECIJA,PH-NUE,3100,PHL,LFREG03,PH-NUE,CABANATUAN,Asia/Manila,15.46823,120.96059
LFL/TMS/PHL.GSK1200060693,GSK1200060693,PUREGOLD PACIFIC MALL 00861,CABANATUAN,NUEVA ECIJA,PH-NUE,3100,PHL,LFREG03,PH-NUE,CABANATUAN,Asia/Manila,15.46047,120.94856
LFL/TMS/PHL.GSK1200060721,GSK1200060721,FIRST LANE NE CROSSING MAHARLIKA,CABANATUAN,NUEVA ECIJA,PH-NUE,3100,PHL,LFREG03,PH-NUE,CABANATUAN,Asia/Manila,15.4776,120.9592
LFL/TMS/PHL.GSK1200060722,GSK1200060722,PUREGOLD CABANATUAN PALENGKE 00856,CABANATUAN,NUEVA ECIJA,PH-NUE,3100,PHL,LFREG03,PH-NUE,CABANATUAN,Asia/Manila,15.48833,120.96365
LFL/TMS/PHL.GSK1200044298,GSK1200044298,SANFORD MC CABIAO NUEVA ECIJA,CABIAO,NUEVA ECIJA,PH-NUE,3107,PHL,LFREG03,PH-NUE,CABIAO,Asia/Manila,15.2505,120.85948
LFL/TMS/PHL.GSK1200044143,GSK1200044143,KAREILA SNR MMBERSHIP SHOPPING DVAO,CABUYAO CITY,LAGUNA,PH-LAG,4025,PHL,LFREG4A,PH-LAG,CABUYAO CITY,Asia/Manila,14.23324,121.10079
LFL/TMS/PHL.GSK1200044225,GSK1200044225,Waltermart Supermarket Cabuyao,CABUYAO CITY,LAGUNA,PH-LAG,4025,PHL,LFREG4A,PH-LAG,CABUYAO CITY,Asia/Manila,14.23274,121.13445
LFL/TMS/PHL.GSK1200061661,GSK1200061661,PUREGOLD CALASIAO PANGASINAN,CALASIAO,PANGASINAN,PH-PAN,2418,PHL,LFREG01,PH-PAN,CALASIAO,Asia/Manila,16.02169,120.35295
LFL/TMS/PHL.GSK1200044242,GSK1200044242,Puregold Price Club Calauan,CALAUAN,LAGUNA,PH-LAG,4012,PHL,LFREG4A,PH-LAG,CALAUAN,Asia/Manila,14.16353,121.30549
LFL/TMS/PHL.GSK1200043716,GSK1200043716,Puregold Price Club Caloocan,CALOOCAN SOUTH,NCR,PH-00,1400,PHL,LFNCR01,PH-00-5,CALOOCAN SOUTH,Asia/Manila,14.65352,120.98406
LFL/TMS/PHL.GSK1200044032,GSK1200044032,Super Shopping Market Monumento,CALOOCAN SOUTH,NCR,PH-00,1400,PHL,LFNCR01,PH-00-5,CALOOCAN SOUTH,Asia/Manila,14.6576,120.98348
LFL/TMS/PHL.GSK1200043727,GSK1200043727,Puregold Price Club Inc Zabarte,CALOOCAN NORTH,NCR,PH-00,1420,PHL,LFNCR01,PH-00-6,CALOOCAN NORTH,Asia/Manila,14.75563,121.04311
LFL/TMS/PHL.GSK1200044052,GSK1200044052,Sanford Mktg Corp Camarin Caloocan,CALOOCAN NORTH,NCR,PH-00,1420,PHL,LFNCR01,PH-00-6,CALOOCAN NORTH,Asia/Manila,14.75679,121.05968
LFL/TMS/PHL.GSK1200044056,GSK1200044056,Puregold Price Club Caloocan,CALOOCAN SOUTH,NCR,PH-00,1400,PHL,LFNCR01,PH-00-5,CALOOCAN SOUTH,Asia/Manila,14.65352,120.98406
LFL/TMS/PHL.GSK1200044117,GSK1200044117,Sanford Marketing Corp SMC Zabarte,CALOOCAN NORTH,NCR,PH-00,1420,PHL,LFNCR01,PH-00-6,CALOOCAN NORTH,Asia/Manila,14.75623,121.04311
LFL/TMS/PHL.GSK1200044264,GSK1200044264,PUREGOLD PRICE CLUB   BAGONG BARRIO,CALOOCAN SOUTH,NCR,PH-00,1400,PHL,LFNCR01,PH-00-5,CALOOCAN SOUTH,Asia/Manila,14.65652,120.98279
LFL/TMS/PHL.GSK1200043612,GSK1200043612,Super Shopping Market Pasig,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.58493,121.07684
LFL/TMS/PHL.GSK1200043655,GSK1200043655,Sanford Mktg Corp Amang Rodriguez,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.61031,121.0918
LFL/TMS/PHL.GSK1200043717,GSK1200043717,Puregold Price Club Pasig,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.5764,121.08006
LFL/TMS/PHL.GSK1200043844,GSK1200043844,RUSTANS SUPERCNTR PASIG WAREHOUSE,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.54946,121.08324
LFL/TMS/PHL.GSK1200043848,GSK1200043848,Rustans SupercntrMercedes,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.57114,121.0853
LFL/TMS/PHL.GSK1200043874,GSK1200043874,South Star Drug Inc Manila,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.5759,121.0867
LFL/TMS/PHL.GSK1200043981,GSK1200043981,ROBINSONS SMKT LUCKY GOLD ORTIGAS,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.59033,121.09456
LFL/TMS/PHL.GSK1200043947,GSK1200043947,Puregold Price Club C Raymundo,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.576,121.0855
LFL/TMS/PHL.GSK1200044028,GSK1200044028,ROBINSONS SUPERMARKET CORP  DC,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.47603,121.0523
LFL/TMS/PHL.GSK1200044214,GSK1200044214,SANFORD MKTG CORP FREE CHOICE PASIG,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.55787,121.08311
LFL/TMS/PHL.GSK1200044079,GSK1200044079,Puregold Price Club Pioneer Pasig,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.5764,121.08006
LFL/TMS/PHL.GSK1200044221,GSK1200044221,Company E Corp StaLucia Psig City,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.58887,121.09725
LFL/TMS/PHL.GSK1200044223,GSK1200044223,Puregold Price Club Malinao Pasig,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.55767,121.0762
LFL/TMS/PHL.GSK1200044247,GSK1200044247,Puregold Price Club Grand Ortigas,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.60518,121.02305
LFL/TMS/PHL.GSK1200044266,GSK1200044266,Puregold Price Club Inc Ligaya,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.61832,121.09448
LFL/TMS/PHL.GSK1200059304,GSK1200059304,PSJ FREE CHOICE MART,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.55591,121.10023
LFL/TMS/PHL.GSK1200044286,GSK1200044286,ROBINSON'S SUPERMARKET MEGA DC,MUNTINLUPA,NCR,PH-00,1770,PHL,LFNCR01,PH-00-1,MUNTINLUPA,Asia/Manila,14.435,121.042
LFL/TMS/PHL.GSK1200060308,GSK1200060308,Super 8 Retail Systems Inc,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.54889,121.08931
LFL/TMS/PHL.GSK1200060499,GSK1200060499,Rustans Fresh the Grove,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.58531,121.09787
LFL/TMS/PHL.GSK1200044229,GSK1200044229,ROBINSONS DEP STORE   ROXAS,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47123,121.04008
LFL/TMS/PHL.GSK1200044231,GSK1200044231,Super Shopping Market SSM FTI,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.50583,121.05177
LFL/TMS/PHL.GSK1200044253,GSK1200044253,ROBINSONS DEPARTMENT STORE  MALALOS,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200044254,GSK1200044254,ROBINSONS DEP STORE   SANTIAGO,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47123,121.04008
LFL/TMS/PHL.GSK1200044272,GSK1200044272,ROBINSONS DEPT STORE AYALA CDO,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200044273,GSK1200044273,ROBINSONS DEPT STORE ILOCOS NORTE,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200044287,GSK1200044287,ROBINSON'S SMARKET - 8FORBES TAGUIG,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200044297,GSK1200044297,ROBINSONS DS ANTIPOLO CITY,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47123,121.04008
LFL/TMS/PHL.GSK1200044294,GSK1200044294,Rustan Supercenter ? BGC,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.55517,121.04836
LFL/TMS/PHL.GSK1200044296,GSK1200044296,ROBINSONS DS ZAPOTE RD,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47123,121.04008
LFL/TMS/PHL.GSK1200059823,GSK1200059823,ROBINSONS DEPT STORE CEBU,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.47613,121.05277
LFL/TMS/PHL.GSK1200060521,GSK1200060521,Rustans Fresh Uptown,TAGUIG,NCR,PH-00,1630,PHL,LFNCR01,PH-00-2,TAGUIG,Asia/Manila,14.55211,121.05152
LFL/TMS/PHL.GSK1200046846,GSK1200046846,SANFORD TALAVERA,TALAVERA,NUEVA ECIJA,PH-NUE,3114,PHL,LFREG03,PH-NUE,TALAVERA,Asia/Manila,15.58273,120.92001
LFL/TMS/PHL.GSK1200043701,GSK1200043701,PUREGOLD PRICE CLUB TANUAN,TANAUAN CITY,BATANGAS,PH-BTG,4232,PHL,LFREG4A,PH-BTG,TANAUAN CITY,Asia/Manila,14.08099,121.14677
LFL/TMS/PHL.GSK1200043867,GSK1200043867,Waltermart Supermarket Inc Tanuan,TANAUAN CITY,BATANGAS,PH-BTG,4232,PHL,LFREG4A,PH-BTG,TANAUAN CITY,Asia/Manila,14.0666,121.15671
LFL/TMS/PHL.GSK1200043686,GSK1200043686,SUPERVALUE INC TARLAC,TARLAC CITY,TARLAC,PH-TAR,2300,PHL,LFREG03,PH-TAR,TARLAC CITY,Asia/Manila,15.47748,120.59468
LFL/TMS/PHL.GSK1200043972,GSK1200043972,PUREGOLD PRICE CLUB CAPAS,CAPAS,TARLAC,PH-TAR,2315,PHL,LFREG03,PH-TAR,CAPAS,Asia/Manila,15.34109,120.59394
LFL/TMS/PHL.GSK1200044077,GSK1200044077,PUREGOLDPRICECLUB CITY WALK TARLAC,TARLAC CITY,TARLAC,PH-TAR,2300,PHL,LFREG03,PH-TAR,TARLAC CITY,Asia/Manila,15.48476,120.589
LFL/TMS/PHL.GSK1200044108,GSK1200044108,PUREGOLDPRICECLUB TARLAC PALM PLAZA,TARLAC CITY,TARLAC,PH-TAR,2300,PHL,LFREG03,PH-TAR,TARLAC CITY,Asia/Manila,15.49673,120.59674
LFL/TMS/PHL.GSK1200060865,GSK1200060865,Robinsons Convenience Maybunga,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.57981,121.07893
LFL/TMS/PHL.GSK1200061765,GSK1200061765,PUREGOLD MERCEDES PASIG,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.56733,121.09464
LFL/TMS/PHL.GSK1100290499,GSK1100290499,ROBINSONS VENTURES CORPORATION,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.54899,121.08552
LFL/TMS/PHL.GSK1200043774,GSK1200043774,ROBINSONS SUPERMARKET ERMITA,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.47603,121.0523
LFL/TMS/PHL.GSK1200043775,GSK1200043775,ROBINSONS SUPERMARKET TUTUBAN,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.47603,121.0523
LFL/TMS/PHL.GSK1200043776,GSK1200043776,ROBINSONS SUPERMARKET   OTIS,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.47603,121.0523
LFL/TMS/PHL.GSK1200043777,GSK1200043777,ROBINSONS SUPERMARKET MALABON,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.47603,121.0523
LFL/TMS/PHL.GSK1200043778,GSK1200043778,ROBINSONS SUPERMARKET TIMOG,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.47603,121.0523
LFL/TMS/PHL.GSK1200043780,GSK1200043780,ROBINSONS SUPERMARKET BAESA,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.47603,121.0523
LFL/TMS/PHL.GSK1200043779,GSK1200043779,ROBINSONS SUPERMARKET VICTORY MALL,PASIG,NCR,PH-00,1600,PHL,LFNCR01,PH-00-3,PASIG,Asia/Manila,14.47603,121.0523
